id,matzavbriut,k_gova,k_mishkal,k_safaikarit,labour_force_participation,gilGroup,MeanIncomeGroup,hashavani,chipesshana,teudagvoha,k_shnlimklali,k_sug_mosad,m_eretz,mazav,mamadavoda,mekabelsachar,min,semelmishlach,safanosefetanglit,k_semelmiktzlim,incomeGroupUp,future_hour_income
40870001,VeryGood,190andmore,99_95,English,TRUE,56-60,25628,Never,nan,Thirdacademicdegree_Ph_D_orsimilardegree_,16andmore,nan,Euorope_America,Married,Employed,FromWorkingPlace,Male,Managers,no,Socialsciences,FALSE,193.6739341
20730001,VeryGood,164_160,64_60,Hebrew,TRUE,31-35,7777,Sometimes,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,TeachingStudiCollege,Israel,Married,Employed,OtherSource,Female,AcademicPreffesionals,yes,Science_mathematicsandcomputing,TRUE,73.71794872
15860002,VeryGood,169_165,64_60,Hebrew,FALSE,36-40,7777,Never,nan,Post_secondaryschooldiploma_non_academictrack_,16andmore,nan,Israel,Married,Employed,FromWorkingPlace,Female,Techniciansandassociateprofessionals,yes,nan,TRUE,60.39285714
37360001,VeryGood,164_160,69_65,Arabic,FALSE,18-21,7,Never,no,Primaryschoolorintermediateschooldiploma,11_12,nan,Israel,Married,nan,nan,Female,nan,no,nan,FALSE,0
44630003,Good,179_175,69_65,Hebrew,TRUE,61-65,7,Sometimes,nan,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,Univercities,Israel,Married,Employed,FromWorkingPlace,Male,Managers,yes,business,FALSE,0
25360001,NotsoGood,164_160,64_60,Yidish,FALSE,61-65,7,Never,no,Primaryschoolorintermediateschooldiploma,11_12,nan,Israel,Married,nan,nan,Female,nan,no,nan,TRUE,25
26990002,VeryGood,nan,nan,Hebrew,FALSE,51-55,25628,Never,nan,Firstacademicdegree_BAorsimilardegree_,13_15,Univercities,Israel,Married,nan,nan,Male,nan,yes,other,FALSE,66.66666667
43250001,VeryGood,174_170,59_55,Hebrew,FALSE,36-40,7,Never,no,Firstacademicdegree_BAorsimilardegree_,16andmore,AcademidColleges,Israel,Nevermarried,nan,nan,Male,nan,yes,Arts,FALSE,0
27740002,VeryGood,169_165,59_55,Hebrew,TRUE,46-50,25628,Never,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,TeachingStudiCollege,Israel,Married,SelfEmployed,nan,Female,AcademicPreffesionals,yes,Socialsciences,FALSE,72.22222222
46640004,VeryGood,174_170,74_70,Arabic,TRUE,22-25,7,Never,nan,Firstacademicdegree_BAorsimilardegree_,13_15,Univercities,Israel,Nevermarried,Employed,FromWorkingPlace,Male,nan,no,nan,TRUE,0
18720001,Good,nan,89_85,Arabic,TRUE,46-50,5640,Sometimes,nan,Nodiplomaordegree,11_12,nan,Israel,Married,Employed,FromWorkingPlace,Male,Serviceandsalesworkers,no,nan,FALSE,0
9250001,Good,164_160,69_65,Hebrew,FALSE,18-21,7,Never,nan,Secondaryschooldiploma?€“matriculationcertificate,11_12,nan,Israel,Nevermarried,Employed,FromWorkingPlace,Male,Serviceandsalesworkers,yes,nan,TRUE,28.57142857
49000002,Good,nan,119_115,Russian,TRUE,51-55,4039,YesUsually,nan,Firstacademicdegree_BAorsimilardegree_,13_15,nan,Euorope_America,Divorced,Employed,FromWorkingPlace,Female,Serviceandsalesworkers,no,other,TRUE,30.55555556
8640001,VeryGood,nan,89_85,Hebrew,TRUE,51-55,11576,Never,nan,Primaryschoolorintermediateschooldiploma,11_12,nan,Israel,Married,Employed,FromWorkingPlace,Male,nan,no,nan,FALSE,44.44444444
16420002,Good,169_165,64_60,Hebrew,FALSE,36-40,11576,Rarely,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,OtherDiploma,Israel,Married,SelfEmployed,nan,Female,Techniciansandassociateprofessionals,yes,other,FALSE,120.2472222
42020002,Good,154_150,69_65,Hebrew,TRUE,61-65,1922,Never,nan,Secondaryschooldiploma?€“matriculationcertificate,16andmore,nan,Euorope_America,Married,Employed,FromWorkingPlace,Female,Techniciansandassociateprofessionals,no,nan,FALSE,0
19210001,VeryGood,164_160,nan,Arabic,TRUE,36-40,4039,Rarely,nan,Nodiplomaordegree,9_10,nan,Israel,Married,Employed,FromOutsourcingCompany,Male,Building_metals_electricity_printingandsuchproffesionals,no,nan,TRUE,37.5
40730003,NotsoGood,154_150,104_100,Russian,TRUE,56-60,1922,Never,nan,Nodiplomaordegree,11_12,nan,Euorope_America,Married,Employed,FromWorkingPlace,Female,Serviceandsalesworkers,no,nan,FALSE,0
30430001,NotsoGood,nan,nan,Arabic,FALSE,41-45,7,YesUsually,no,Nodiplomaordegree,0_5_4,nan,Israel,Married,nan,nan,Female,nan,no,nan,FALSE,0
38130002,NotsoGood,174_170,94_90,Russian,FALSE,71-75,7,YesUsually,no,Secondaryschooldiploma?€“matriculationcertificate,13_15,nan,Euorope_America,Married,nan,nan,Male,nan,no,nan,FALSE,0
19160002,Good,169_165,nan,Hebrew,FALSE,56-60,7,YesUsually,no,Post_secondaryschooldiploma_non_academictrack_,13_15,nan,Israel,Married,nan,nan,Male,nan,no,nan,FALSE,0
39250001,Good,159_155,nan,Hebrew,TRUE,51-55,7777,Never,nan,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,nan,Euorope_America,Divorced,Employed,FromWorkingPlace,Female,AcademicPreffesionals,no,Teachertrainingandeducationscience,FALSE,38.88888889
43880002,VeryGood,159_155,upto44,Hebrew,FALSE,31-35,7,Sometimes,no,Firstacademicdegree_BAorsimilardegree_,13_15,AcademidColleges,Israel,Married,nan,nan,Female,nan,yes,Socialsciences,FALSE,0
7750003,VeryGood,174_170,nan,Arabic,FALSE,46-50,5640,Never,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,TeachingStudiCollege,Israel,Nevermarried,Employed,FromWorkingPlace,Female,AcademicPreffesionals,yes,Socialsciences,TRUE,67.5
44040002,VeryGood,159_155,59_55,Hebrew,TRUE,26-30,25628,Rarely,nan,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,Univercities,Israel,Married,Employed,OtherSource,Female,AcademicPreffesionals,yes,nan,FALSE,79.16666667
39500002,NotsoGood,174_170,94_90,Russian,TRUE,61-65,25628,Never,nan,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,nan,Euorope_America,Married,Employed,FromWorkingPlace,Male,AcademicPreffesionals,yes,Engineeringandarchitecture,FALSE,0
19550001,VeryGood,169_165,49_45,Hebrew,TRUE,36-40,4039,Rarely,nan,Firstacademicdegree_BAorsimilardegree_,13_15,AcademidColleges,Israel,Married,Employed,FromWorkingPlace,Female,Clericalsupportworkers,yes,law,TRUE,70
22960002,VeryGood,nan,nan,Hebrew,FALSE,26-30,7,Never,no,Secondaryschooldiploma?€“matriculationcertificate,16andmore,AcademidColleges,Israel,Nevermarried,nan,nan,Male,nan,yes,Engineeringandarchitecture,TRUE,51.05
30840001,NotGoodatAll,159_155,nan,Hebrew,FALSE,76-80,7,Rarely,no,Primaryschoolorintermediateschooldiploma,11_12,nan,Africa,Married,nan,nan,Male,nan,no,nan,FALSE,0
28850001,Good,179_175,nan,Hebrew,TRUE,51-55,7777,Never,nan,Post_secondaryschooldiploma_non_academictrack_,13_15,nan,Euorope_America,Married,Employed,FromWorkingPlace,Male,Clericalsupportworkers,no,nan,FALSE,43.23533951
34990002,NotsoGood,nan,99_95,Arabic,TRUE,56-60,4039,YesUsually,nan,Nodiplomaordegree,9_10,nan,Israel,Married,Employed,FromWorkingPlace,Male,nan,yes,nan,TRUE,38.88888889
22390001,VeryGood,164_160,64_60,Hebrew,TRUE,36-40,7777,Never,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,Univercities,Israel,Married,Employed,FromWorkingPlace,Female,AcademicPreffesionals,yes,nan,FALSE,53.97916667
